ISIN,Name,Sector,Asset Class,Weight,Country,Currency
,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,0.0006,United States,USD
,GATES INDUSTRIAL PLC,Industrials,Equity,0.0006,United States,USD
,CHEWY INC CLASS A,Consumer Discretionary,Equity,0.0006,United States,USD
,ISETAN MITSUKOSHI HOLDINGS LTD,Consumer Discretionary,Equity,0.0006,Japan,JPY
,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,0.0006,United States,USD
,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,0.0006,United States,USD
,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,0.0006,United States,USD
,MSA SAFETY INC,Industrials,Equity,0.0006,United States,USD
,SM ENERGY,Energy,Equity,0.0006,United States,USD
,ORMAT TECH INC,Utilities,Equity,0.0006,United States,USD
,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,0.0006,United States,USD
,FNB CORP,Financials,Equity,0.0006,United States,USD
,KYOTO FINANCIAL GROUP INC,Financials,Equity,0.0006,Japan,JPY
,LION FINANCE GROUP PLC,Financials,Equity,0.0006,United Kingdom,GBP
,SCOR,Financials,Equity,0.0006,France,EUR
,QUEBECOR INC CLASS B,Communication Services,Equity,0.0006,Canada,CAD
,DCC PLC,Energy,Equity,0.0006,United Kingdom,GBP
,RIOT PLATFORMS INC,Information Technology,Equity,0.0006,United States,USD
,JB HI-FI LTD,Consumer Discretionary,Equity,0.0006,Australia,AUD
,TAYLOR MORRISON HOME CORP,Consumer Discretionary,Equity,0.0006,United States,USD
,VICOR CORP,Industrials,Equity,0.0006,United States,USD
,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,0.0006,United States,USD
,OMRON CORP,Information Technology,Equity,0.0006,Japan,JPY
,B2GOLD CORP,Materials,Equity,0.0006,Canada,CAD
,SSR MINING INC,Materials,Equity,0.0006,Canada,CAD
,CROCS INC,Consumer Discretionary,Equity,0.0006,United States,USD
,KRYSTAL BIOTECH INC,Health Care,Equity,0.0006,United States,USD
,HOWDEN JOINERY GROUP PLC,Industrials,Equity,0.0006,United Kingdom,GBP
,ESAB CORP,Industrials,Equity,0.0006,United States,USD
,RITHM CAPITAL CORP,Financials,Equity,0.0006,United States,USD
,SSAB CLASS B,Materials,Equity,0.0006,Sweden,SEK
,FLUGHAFEN ZUERICH AG,Industrials,Equity,0.0006,Switzerland,CHF
,G MINING VENTURES CORP,Materials,Equity,0.0006,Canada,CAD
,NEXTDC LTD,Information Technology,Equity,0.0006,Australia,AUD
,SAIPEM,Energy,Equity,0.0006,Italy,EUR
,AXALTA COATING SYSTEMS LTD,Materials,Equity,0.0006,United States,USD
,FTI CONSULTING INC,Industrials,Equity,0.0006,United States,USD
,RAMSAY HEALTH CARE LTD,Health Care,Equity,0.0006,Australia,AUD
,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,0.0006,United States,USD
,PERSEUS MINING LTD,Materials,Equity,0.0006,Australia,AUD
,TOYO SUISAN LTD,Consumer Staples,Equity,0.0006,Japan,JPY
,DAVITA INC,Health Care,Equity,0.0006,United States,USD
,INVESTEC PLC,Financials,Equity,0.0006,United Kingdom,GBP
,RAYONIER REIT INC,Real Estate,Equity,0.0006,United States,USD
,NEW JERSEY RESOURCES CORP,Utilities,Equity,0.0006,United States,USD
,VALARIS LTD,Energy,Equity,0.0006,United States,USD
,LANTHEUS HOLDINGS INC,Health Care,Equity,0.0006,United States,USD
,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,0.0006,United States,USD
,TECHNIP ENERGIES NV,Energy,Equity,0.0006,France,EUR
,AIXTRON,Information Technology,Equity,0.0006,Germany,EUR
,NEXSTAR MEDIA GROUP INC,Communication Services,Equity,0.0006,United States,USD
,GENPACT LTD,Industrials,Equity,0.0006,United States,USD
,MYR GROUP INC,Industrials,Equity,0.0006,United States,USD
,MARKETAXESS HOLDINGS INC,Financials,Equity,0.0006,United States,USD
,AUTONATION INC,Consumer Discretionary,Equity,0.0006,United States,USD
,ARCOSA INC,Industrials,Equity,0.0006,United States,USD
,LANDSTAR SYSTEM INC,Industrials,Equity,0.0006,United States,USD
,ENPRO INC,Industrials,Equity,0.0006,United States,USD
,UFP INDUSTRIES INC,Industrials,Equity,0.0006,United States,USD
,ETSY INC,Consumer Discretionary,Equity,0.0006,United States,USD
,GALENICA AG,Health Care,Equity,0.0006,Switzerland,CHF
,AVANTOR INC,Health Care,Equity,0.0006,United States,USD
,PLANET FITNESS INC CLASS A,Consumer Discretionary,Equity,0.0006,United States,USD
,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity,0.0006,United States,USD
,AURORA INNOVATION INC CLASS A,Information Technology,Equity,0.0006,United States,USD
,LYFT INC CLASS A,Industrials,Equity,0.0006,United States,USD
,TOKYO ELECTRIC POWER HOLDINGS INC,Utilities,Equity,0.0006,Japan,JPY
,NEXANS SA,Industrials,Equity,0.0006,France,EUR
,BRUNSWICK CORP,Consumer Discretionary,Equity,0.0006,United States,USD
,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,0.0006,United States,USD
,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary,Equity,0.0006,United States,USD
,LONDONMETRIC PROPERTY REIT PLC,Real Estate,Equity,0.0006,United Kingdom,GBP
,HANCOCK WHITNEY CORP,Financials,Equity,0.0006,United States,USD
,CIPHER DIGITAL INC,Information Technology,Equity,0.0005,United States,USD
,EDENRED,Financials,Equity,0.0005,France,EUR
,RESIDEO TECHNOLOGIES INC,Industrials,Equity,0.0005,United States,USD
,RIGETTI COMPUTING INC,Information Technology,Equity,0.0005,United States,USD
,TRANSOCEAN LTD,Energy,Equity,0.0005,United States,USD
,NOBLE CORPORATION PLC,Energy,Equity,0.0005,United States,USD
,CARMAX INC,Consumer Discretionary,Equity,0.0005,United States,USD
,ASMPT LTD,Information Technology,Equity,0.0005,Hong Kong,HKD
,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,0.0005,United States,USD
,SONOCO PRODUCTS,Materials,Equity,0.0005,United States,USD
,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,0.0005,United States,USD
,ANDRITZ AG,Industrials,Equity,0.0005,Austria,EUR
,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,0.0005,United States,USD
,VERSANT MEDIA GROUP INC,Communication Services,Equity,0.0005,United States,USD
,SANDFIRE RESOURCES LTD,Materials,Equity,0.0005,Australia,AUD
,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,0.0005,United States,USD
,BURBERRY GROUP PLC,Consumer Discretionary,Equity,0.0005,United Kingdom,GBP
,UNITED BANKSHARES INC,Financials,Equity,0.0005,United States,USD
,GETINGE B,Health Care,Equity,0.0005,Sweden,SEK
,HIMS HERS HEALTH INC CLASS A,Health Care,Equity,0.0005,United States,USD
,MEIJI HOLDINGS LTD,Consumer Staples,Equity,0.0005,Japan,JPY
,AURUBIS AG,Materials,Equity,0.0005,Germany,EUR
,ONO PHARMACEUTICAL LTD,Health Care,Equity,0.0005,Japan,JPY
,BRITISH LAND REIT PLC,Real Estate,Equity,0.0005,United Kingdom,GBP
,BANK OZK,Financials,Equity,0.0005,United States,USD
,BALFOUR BEATTY PLC,Industrials,Equity,0.0005,United Kingdom,GBP
,TG THERAPEUTICS INC,Health Care,Equity,0.0005,United States,USD
,BALCHEM CORP,Materials,Equity,0.0005,United States,USD
,ARCHROCK INC,Energy,Equity,0.0005,United States,USD
,PORTLAND GENERAL ELECTRIC,Utilities,Equity,0.0005,United States,USD
,ALKERMES,Health Care,Equity,0.0005,United States,USD
,WEX INC,Financials,Equity,0.0005,United States,USD
,TEMENOS AG,Information Technology,Equity,0.0005,Switzerland,CHF
,THYSSENKRUPP AG,Materials,Equity,0.0005,Germany,EUR
,AL SYDBANK,Financials,Equity,0.0005,Denmark,DKK
,TOKYO OHKA KOGYO LTD,Materials,Equity,0.0005,Japan,JPY
,RENK GROUP AG,Industrials,Equity,0.0005,Germany,EUR
,CRODA INTERNATIONAL PLC,Materials,Equity,0.0005,United Kingdom,GBP
,KURITA WATER INDUSTRIES LTD,Industrials,Equity,0.0005,Japan,JPY
,KNIFE RIVER CORP,Materials,Equity,0.0005,United States,USD
,RAMELIUS RESOURCES LTD,Materials,Equity,0.0005,Australia,AUD
,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,0.0005,United States,USD
,NORDNET,Financials,Equity,0.0005,Sweden,SEK
,AZIMUT HOLDING,Financials,Equity,0.0005,Italy,EUR
,CASTELLUM,Real Estate,Equity,0.0005,Sweden,SEK
,TELEFLEX INC,Health Care,Equity,0.0005,United States,USD
,NISSAN CHEMICAL CORP,Materials,Equity,0.0005,Japan,JPY
,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,Equity,0.0005,United States,USD
,MACYS INC,Consumer Discretionary,Equity,0.0005,United States,USD
,FRONTLINE PLC,Energy,Equity,0.0005,Norway,NOK
,BLACK HILLS CORP,Utilities,Equity,0.0005,United States,USD
,ONE GAS INC,Utilities,Equity,0.0005,United States,USD
,RADIAN GROUP INC,Financials,Equity,0.0005,United States,USD
,VONTIER CORP,Information Technology,Equity,0.0005,United States,USD
,CNX RESOURCES CORP,Energy,Equity,0.0005,United States,USD
,YOKOHAMA RUBBER LTD,Consumer Discretionary,Equity,0.0005,Japan,JPY
,CHEMED CORP,Health Care,Equity,0.0005,United States,USD
,SELECTIVE INSURANCE GROUP INC,Financials,Equity,0.0005,United States,USD
,VSE CORP,Industrials,Equity,0.0005,United States,USD
,GRANITE CONSTRUCTION INC,Industrials,Equity,0.0005,United States,USD
,MISUMI GROUP INC,Industrials,Equity,0.0005,Japan,JPY
,SOUTHWEST GAS HOLDINGS INC,Utilities,Equity,0.0005,United States,USD
,ISS A S,Industrials,Equity,0.0005,Denmark,DKK
,WINGSTOP INC,Consumer Discretionary,Equity,0.0005,United States,USD
,ELIS SA,Industrials,Equity,0.0005,France,EUR
,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,0.0005,United States,USD
,WAREHOUSES DE PAUW NV,Real Estate,Equity,0.0005,Belgium,EUR
,AMERIS BANCORP,Financials,Equity,0.0005,United States,USD
,PTC THERAPEUTICS INC,Health Care,Equity,0.0005,United States,USD
,PERSIMMON PLC,Consumer Discretionary,Equity,0.0005,United Kingdom,GBP
,CORE SCIENTIFIC INC,Information Technology,Equity,0.0005,United States,USD
,MAGNOLIA OIL GAS CORP CLASS A,Energy,Equity,0.0005,United States,USD
,AAK,Consumer Staples,Equity,0.0005,Sweden,SEK
,BELDEN INC,Information Technology,Equity,0.0005,United States,USD
,MACERICH REIT,Real Estate,Equity,0.0005,United States,USD
,U HAUL NON VOTING SERIES N,Industrials,Equity,0.0005,United States,USD
,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,0.0005,United States,USD
,SBM OFFSHORE NV,Energy,Equity,0.0005,Netherlands,EUR
,PRAIRIESKY ROYALTY LTD,Energy,Equity,0.0005,Canada,CAD
,VOESTALPINE AG,Materials,Equity,0.0005,Austria,EUR
,COMPASS INC CLASS A,Real Estate,Equity,0.0005,United States,USD
,HUB24 LTD,Financials,Equity,0.0005,Australia,AUD
,CAMTEK LTD,Information Technology,Equity,0.0005,Israel,ILS
,CLEVELAND CLIFFS INC,Materials,Equity,0.0005,United States,USD
,CLEAR SECURE INC CLASS A,Information Technology,Equity,0.0005,United States,USD
,KODIAK GAS SERVICES INC,Energy,Equity,0.0005,United States,USD
,MADISON SQUARE GARDEN SPORTS CORP,Communication Services,Equity,0.0005,United States,USD
,PRIMO BRANDS CLASS A CORP,Consumer Staples,Equity,0.0005,United States,USD
,SPIRE INC,Utilities,Equity,0.0005,United States,USD
,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,Equity,0.0005,United States,USD
,FIRST INTERNATIONAL BANK LTD,Financials,Equity,0.0005,Israel,ILS
,RLI CORP,Financials,Equity,0.0005,United States,USD
,AMPOL LTD,Energy,Equity,0.0005,Australia,AUD
,MERITAGE CORP,Consumer Discretionary,Equity,0.0005,United States,USD
,CELSIUS HOLDINGS INC,Consumer Staples,Equity,0.0005,United States,USD
,EXLSERVICE HOLDINGS INC,Industrials,Equity,0.0005,United States,USD
,HOME BANCSHARES INC,Financials,Equity,0.0005,United States,USD
,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,Equity,0.0005,United States,USD
,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,0.0005,United States,USD
,ONEX CORP,Financials,Equity,0.0005,Canada,CAD
,BOOT BARN HOLDINGS INC,Consumer Discretionary,Equity,0.0005,United States,USD
,MONDI PLC,Materials,Equity,0.0005,United Kingdom,GBP
,KINDEN CORP,Industrials,Equity,0.0005,Japan,JPY
,SABRA HEALTH CARE REIT INC,Real Estate,Equity,0.0005,United States,USD
,JAPAN METROPOLITAN FUND INVESTMENT,Real Estate,Equity,0.0005,Japan,JPY
,CSW INDUSTRIALS INC,Industrials,Equity,0.0005,United States,USD
,RALLIANT CORP,Information Technology,Equity,0.0005,United States,USD
,GREATLAND RESOURCES LTD,Materials,Equity,0.0005,Australia,AUD
,MORNINGSTAR INC,Financials,Equity,0.0005,United States,USD
,BAYCURRENT INC,Industrials,Equity,0.0005,Japan,JPY
,AVANZA BANK HOLDING,Financials,Equity,0.0005,Sweden,SEK
,ALLEGRO MICROSYSTEMS INC,Information Technology,Equity,0.0005,United States,USD
,SIRIUSXM HOLDINGS INC,Communication Services,Equity,0.0005,United States,USD
,BIG SHOPPING CENTERS LTD,Real Estate,Equity,0.0005,Israel,ILS
,CONVATEC GROUP PLC,Health Care,Equity,0.0005,United Kingdom,GBP
,GENTEX CORP,Consumer Discretionary,Equity,0.0005,United States,USD
,ENERGY FUELS INC,Energy,Equity,0.0005,Canada,CAD
,PHILLIPS EDISON AND COMPANY INC,Real Estate,Equity,0.0005,United States,USD
,CRISPR THERAPEUTICS AG,Health Care,Equity,0.0005,United States,USD
,CORE NATURAL RESOURCES INC,Energy,Equity,0.0005,United States,USD
,GENESIS MINERALS LTD,Materials,Equity,0.0005,Australia,AUD
,SPAREBANK SR-NORGE,Financials,Equity,0.0005,Norway,NOK
,NEWMARKET CORP,Materials,Equity,0.0005,United States,USD
,NIPPON EXPRESS HOLDINGS INC,Industrials,Equity,0.0005,Japan,JPY
,POST HOLDINGS INC,Consumer Staples,Equity,0.0005,United States,USD
,ABERDEEN GROUP PLC,Financials,Equity,0.0005,United Kingdom,GBP
,MURPHY OIL CORP,Energy,Equity,0.0005,United States,USD
,MILLROSE PROPERTIES INC CLASS A,Real Estate,Equity,0.0005,United States,USD
,TEMPUS AI INC CLASS A,Health Care,Equity,0.0005,United States,USD
,STANDARDAERO,Industrials,Equity,0.0005,United States,USD
,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,0.0005,Canada,CAD
,LAGERCRANTZ GROUP CLASS B,Information Technology,Equity,0.0005,Sweden,SEK
,AMADA LTD,Industrials,Equity,0.0005,Japan,JPY
,VALIANT HOLDING AG,Financials,Equity,0.0005,Switzerland,CHF
,IES INC,Industrials,Equity,0.0005,United States,USD
,BOYD GAMING CORP,Consumer Discretionary,Equity,0.0005,United States,USD
,OSI SYSTEMS INC,Information Technology,Equity,0.0005,United States,USD
,PVH CORP,Consumer Discretionary,Equity,0.0005,United States,USD
,OPENDOOR TECHNOLOGIES INC CLASS A,Real Estate,Equity,0.0005,United States,USD
,WARRIOR MET COAL INC,Materials,Equity,0.0005,United States,USD
,TREND MICRO INC,Information Technology,Equity,0.0005,Japan,JPY
,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,0.0005,United States,USD
,DISCOVERY SILVER CORP,Materials,Equity,0.0005,Canada,CAD
,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary,Equity,0.0005,United States,USD
,ACI WORLDWIDE INC,Information Technology,Equity,0.0005,United States,USD
,ALGONQUIN POWER UTILITIES CORP,Utilities,Equity,0.0005,Canada,CAD
,TOKYU FUDOSAN HOLDINGS CORP,Real Estate,Equity,0.0005,Japan,JPY
,LAZARD INC,Financials,Equity,0.0005,United States,USD
,TAIYO YUDEN LTD,Information Technology,Equity,0.0005,Japan,JPY
,AXOS FINANCIAL INC,Financials,Equity,0.0005,United States,USD
,VALLOUREC SA,Energy,Equity,0.0005,France,EUR
,SUMCO CORP,Information Technology,Equity,0.0005,Japan,JPY
,MIRVAC GROUP STAPLED UNITS,Real Estate,Equity,0.0005,Australia,AUD
,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,0.0005,United States,USD
,VEND MARKETPLACES ASA,Communication Services,Equity,0.0005,Norway,NOK
,CNO FINANCIAL GROUP INC,Financials,Equity,0.0005,United States,USD
,FEDERATED HERMES INC CLASS B,Financials,Equity,0.0005,United States,USD
,FRONTDOOR INC,Consumer Discretionary,Equity,0.0005,United States,USD
,COUSINS PROPERTIES REIT INC,Real Estate,Equity,0.0005,United States,USD
,ENAGAS SA,Utilities,Equity,0.0005,Spain,EUR
,DEFINITY FINANCIAL CORP,Financials,Equity,0.0005,Canada,CAD
,COLLIERS INTERNATIONAL GROUP SUBOR,Real Estate,Equity,0.0005,Canada,CAD
,TRAVEL LEISURE,Consumer Discretionary,Equity,0.0005,United States,USD
,HUBER & SUHNER AG,Industrials,Equity,0.0005,Switzerland,CHF
,LAUREATE EDUCATION INC,Consumer Discretionary,Equity,0.0005,United States,USD
,SIG GROUP N AG,Materials,Equity,0.0005,Switzerland,CHF
,BRINKS,Industrials,Equity,0.0005,United States,USD
,RIGHTMOVE PLC,Communication Services,Equity,0.0005,United Kingdom,GBP
,PERIMETER SOLUTIONS INC,Materials,Equity,0.0005,United States,USD
,OUTFRONT MEDIA INC,Real Estate,Equity,0.0005,United States,USD
,BENDIGO AND ADELAIDE BANK LTD,Financials,Equity,0.0005,Australia,AUD
,AAR CORP,Industrials,Equity,0.0004,United States,USD
,LIBERTY ENERGY INC CLASS A,Energy,Equity,0.0004,United States,USD
,PLUS500 LTD,Financials,Equity,0.0004,United Kingdom,GBP
,MELISRON LTD,Real Estate,Equity,0.0004,Israel,ILS
,SUMITOMO CHEMICAL LTD,Materials,Equity,0.0004,Japan,JPY
,NOVANTA INC,Information Technology,Equity,0.0004,United States,USD
,DROPBOX INC CLASS A,Information Technology,Equity,0.0004,United States,USD
,NITTO BOSEKI LTD,Industrials,Equity,0.0004,Japan,JPY
,ASSOCIATED BANCORP,Financials,Equity,0.0004,United States,USD
,ATHABASCA OIL CORP,Energy,Equity,0.0004,Canada,CAD
,OPTION CARE HEALTH INC,Health Care,Equity,0.0004,United States,USD
,MCDONALDS HOLDINGS (JAPAN) LTD,Consumer Discretionary,Equity,0.0004,Japan,JPY
,AURIZON HOLDINGS LTD,Industrials,Equity,0.0004,Australia,AUD
,OPEN HOUSE GROUP LTD,Consumer Discretionary,Equity,0.0004,Japan,JPY
,STRIDE INC,Consumer Discretionary,Equity,0.0004,United States,USD
,MIRION TECHNOLOGIES INC CLASS A,Information Technology,Equity,0.0004,United States,USD
,WHITEHAVEN COAL LTD,Energy,Equity,0.0004,Australia,AUD
,SPAREBANK SMNS,Financials,Equity,0.0004,Norway,NOK
,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Equity,0.0004,United Kingdom,GBP
,VAIL RESORTS INC,Consumer Discretionary,Equity,0.0004,United States,USD
,LEGENCE CORP CLASS A,Industrials,Equity,0.0004,United States,USD
,ITRON INC,Information Technology,Equity,0.0004,United States,USD
,ORLA MINING LTD,Materials,Equity,0.0004,Canada,CAD
,CHAMPION HOMES INC,Consumer Discretionary,Equity,0.0004,United States,USD
,TOKYO TATEMONO LTD,Real Estate,Equity,0.0004,Japan,JPY
,SENTINELONE INC CLASS A,Information Technology,Equity,0.0004,United States,USD
,TEL AVIV STOCK EXCHANGE LTD,Financials,Equity,0.0004,Israel,ILS
,STEPSTONE GROUP INC CLASS A,Financials,Equity,0.0004,United States,USD
,A2A,Utilities,Equity,0.0004,Italy,EUR
,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,Equity,0.0004,United States,USD
,GALAXY DIGITAL INC CLASS A,Financials,Equity,0.0004,United States,USD
,ONDAS INC,Information Technology,Equity,0.0004,United States,USD
,HORIBA LTD,Information Technology,Equity,0.0004,Japan,JPY
,TOKYO SEIMITSU LTD,Information Technology,Equity,0.0004,Japan,JPY
,JOHNSON MATTHEY PLC,Materials,Equity,0.0004,United Kingdom,GBP
,ENVISTA HOLDINGS CORP,Health Care,Equity,0.0004,United States,USD
,MATTEL INC,Consumer Discretionary,Equity,0.0004,United States,USD
,TREX INC,Industrials,Equity,0.0004,United States,USD
,ZEGONA COMMUNICATIONS PLC,Communication Services,Equity,0.0004,United Kingdom,GBP
,AXCELIS TECHNOLOGIES INC,Information Technology,Equity,0.0004,United States,USD
,ALK-ABELLO CLASS B,Health Care,Equity,0.0004,Denmark,DKK
,HAMILTON LANE INC CLASS A,Financials,Equity,0.0004,United States,USD
,HESS MIDSTREAM CLASS A,Energy,Equity,0.0004,United States,USD
,ALLREAL HOLDING AG,Real Estate,Equity,0.0004,Switzerland,CHF
,TELEPHONE AND DATA SYSTEMS INC,Communication Services,Equity,0.0004,United States,USD
,UNIVERSAL DISPLAY CORP,Information Technology,Equity,0.0004,United States,USD
,MAN GROUP PLC,Financials,Equity,0.0004,United Kingdom,GBP
,PAYLOCITY HOLDING CORP,Industrials,Equity,0.0004,United States,USD
,BILFINGER,Industrials,Equity,0.0004,Germany,EUR
,KBR INC,Industrials,Equity,0.0004,United States,USD
,KANDENKO LTD,Industrials,Equity,0.0004,Japan,JPY
,VORNADO REALTY TRUST REIT,Real Estate,Equity,0.0004,United States,USD
,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,0.0004,United States,USD
,MITSUI CHEMICALS INC,Materials,Equity,0.0004,Japan,JPY
,SERCO GROUP PLC,Industrials,Equity,0.0004,United Kingdom,GBP
,MEGA OR HOLDINGS LTD,Real Estate,Equity,0.0004,Israel,ILS
,HOKUHOKU FINANCIAL GROUP INC,Financials,Equity,0.0004,Japan,JPY
,WESTLAKE CORP,Materials,Equity,0.0004,United States,USD
,REGIS RESOURCES LTD,Materials,Equity,0.0004,Australia,AUD
,WIX.COM LTD,Information Technology,Equity,0.0004,Israel,USD
,WESTGOLD RESOURCES LTD,Materials,Equity,0.0004,Australia,AUD
,IGO LTD,Materials,Equity,0.0004,Australia,AUD
,MARUWA (OWARIASAHI) LTD,Information Technology,Equity,0.0004,Japan,JPY
,KYUSHU ELECTRIC POWER INC,Utilities,Equity,0.0004,Japan,JPY
,ENPHASE ENERGY INC,Information Technology,Equity,0.0004,United States,USD
